Na2O_coal ,MgO_coal,Al2O3_coal,SiO2_coal,p2o5_coal,K2O_coal,TiO2_coal,MnO2_coal,Fe2O3_coal,CaO_coal,SO3_coal,na20_flyash,MgO_flyash,Al2O3_flyash,SiO2_flyash,p2o5_flyash,K2O_flyash,TiO2_flyash,MnO2_flyash,Fe2O3_flyash,CaO_flyash,SO3_flyash
0.62,1.78,13.86,34.54,0.18,1.87,0.34,0.12,12.39,13.47,16.05,0.94,2.18,17.76,38.53,0.24,2.35,0.37,0.13,14.81,16.06,2.7225
1.1,2.07,13.48,33.47,0.2,2.14,0.28,0.16,12.35,18.46,22.88,1.4,2.62,16.76,38.41,0.27,2.64,0.36,0.18,14.92,20.81,3.53
1.07,2.02,11.2,38.13,0.19,1.93,0.29,0.15,11.36,17.15,17.11,1.61,2.74,15.72,43.65,0.23,2.43,0.36,0.19,13.46,22.42,3.7225
1.27,2.38,15.27,34.22,0.17,1.93,0.27,0.15,12.18,21.96,19.02,1.69,3.3,14.68,38.49,0.21,2.49,0.33,0.19,14.27,26.29,3.8525
0.84,1.9,15.72,31.94,0.19,2.02,0.32,0.11,12.93,14.86,21.36,1.75,3.11,17.3,37.71,0.18,2.69,0.33,0.22,15.17,26.06,4.2575
1.09,2.27,16.97,34.61,0.15,1.85,0.32,0.15,12.12,16.82,17.95,1.66,2.9,18.5,39.75,0.2,2.38,0.36,0.2,13.83,22.26,4.0925
0.97,2.17,15.69,32.24,0.16,2,0.33,0.12,13,14.97,18.38,1.49,2.51,17.74,36.64,0.19,2.51,0.37,0.15,15.74,19.46,3.94
1.24,2.26,17.08,35.64,0.13,1.79,0.3,0.12,11.54,15.14,22.18,1.55,2.83,19.1,41.31,0.23,2.21,0.34,0.17,13.28,20.54,5.1475
1.02,2.03,16.27,32.68,0.18,1.87,0.34,0.11,11.99,13.88,19.04,1.54,2.57,16.22,35.93,0.2,2.25,0.39,0.14,15.57,17.87,4.0625
1.88,2.21,15.44,32.92,0.15,2.07,0.48,0.19,11.89,17.55,16.11,1.73,3.1,18.43,36.75,0.24,2.61,0.34,0.19,14.6,23.45,3.39
0.94,2.08,15.36,36.7,0.19,1.69,0.36,0.1,11.42,14.84,13.15,1.37,2.42,18.03,43.96,0.21,2.26,0.42,0.16,12.8,19.18,1.97
0.87,2.22,11.89,31.21,0.21,2.25,0.35,0.14,11.87,16.45,20.63,1.19,2.49,17.12,36.97,0.21,2.65,0.41,0.18,14.55,20.6,3.1
1.54,2.82,15.8,39.4,0.18,2.34,0.29,0.17,10.56,25.49,19.72,1.52,2.59,17.23,42.32,0.23,2.75,0.42,0.18,12.51,22.87,4.8275
1.67,2.16,14.36,41.45,0.16,2.04,0.35,0.2,10.27,18.91,19.62,1.27,2.58,17.79,46.22,0.22,2.39,0.38,0.18,11.26,22.19,3.085
0.98,2.2,18.09,36.49,0.15,2.01,0.28,0.14,11.97,17.07,20.17,1.28,3.14,18.06,38.45,0.19,2.44,0.42,0.17,14.78,23.22,3.6825
0.9,2.07,17.21,34.93,0.15,2.17,0.37,0.1,11.27,13.59,20.31,1.17,2.91,18.68,38.42,0.19,2.93,0.44,0.16,14.05,21.96,4.43
0.94,2.04,13.44,37.72,0.18,1.89,0.33,0.12,11.32,13.55,18.82,2.2,2.4,18.35,43.22,0.23,2.5,0.44,0.2,13.19,21.39,4.67
0.91,1.86,13.88,33.27,0.13,1.78,0.35,0.16,12.51,18.58,19.74,2.23,2.6,16.01,39.49,0.14,2.64,0.41,0.19,15.23,21.46,3.72
0.84,1.91,16.24,32.73,0.14,1.79,0.32,0.15,11.81,18.38,19.64,1.28,2.57,19.43,44.01,0.16,2.36,0.34,0.21,13.19,25.17,3.7225
0.84,1.95,16.83,32.61,0.15,1.95,0.36,0.11,11.32,14.5,15.45,0.99,2.19,17.98,36.7,0.22,2.52,0.42,0.13,14.14,17.42,4.345
0.86,2.16,17.28,36.86,0.15,2.01,0.33,0.12,10.56,14.31,18.79,1.09,2.49,19.26,42.36,0.2,2.5,0.37,0.18,12.87,20.17,3.7825
0.86,2.02,14.69,37.33,0.17,2.02,0.37,0.14,10.23,14.74,15.7,1.22,2.53,16.23,42.32,0.21,2.56,0.41,0.17,11.93,18.39,4.67
0.93,2.04,14.26,38.11,0.17,2.03,0.31,0.13,10.33,16.2,14.24,1.4,2.9,14.76,44.21,0.19,2.54,0.37,0.17,11.88,22.28,4.5475
0.88,2.16,17.87,39.17,0.16,2.17,0.31,0.16,9.93,18.64,18.01,1.4,3.06,18.18,43.96,0.19,2.57,0.33,0.23,11.21,26.65,3.51
0.85,2.19,19.97,40.55,0.17,2.23,0.35,0.13,10.21,13.98,12.14,1.31,2.66,17.11,45.01,0.17,2.6,0.42,0.19,11.75,19.75,3.8725
0.84,2.17,16.77,39.34,0.14,2.03,0.41,0.12,10.36,14.57,10.31,1.12,2.7,16.81,42.24,0.18,2.48,0.37,0.2,12.6,22.87,4.405
0.87,2.37,16.76,38.77,0.13,1.81,0.34,0.14,10.08,17.07,20.38,1.5,3.23,19.84,42.53,0.15,2.47,0.4,0.18,12.12,21.74,4.0625
1.02,2.45,19.81,33.2,0.19,1.96,0.39,0.14,11.83,16.73,22.14,1.16,2.37,21.79,37.95,0.18,2.39,0.43,0.15,14.73,16.95,4.6075
0.76,1.86,15.07,34.36,0.15,1.96,0.41,0.12,11.58,11.91,15.23,1.05,2.18,16.56,40.45,0.21,2.69,0.44,0.14,13.66,15.36,4.03
0.93,2.31,15.07,35.49,0.19,2.2,0.32,0.15,11.56,17.31,17.82,1.48,2.73,16.56,44.72,0.24,0.72,0.4,0.17,12.53,20.77,5.07
0.7,1.98,17.82,33.76,0.19,2,0.37,0.12,9.71,8.26,17.02,0.71,2.33,19.16,38.55,0.17,2.64,0.43,0.18,12.51,8.77,4.2875
0.77,2.1,16.88,31.37,0.22,2.17,0.4,0.13,10.06,5.08,17.13,1.26,2.74,17.02,38.71,0.27,2.74,0.37,0.17,11.13,9.33,4.0975
0.96,2.05,16.53,32.44,0.21,2.24,0.39,0.14,10.43,8.87,16.64,1.24,2.32,20.07,37.78,0.25,2.85,0.56,0.16,12.9,9.93,4.625
0.72,2.11,13.61,34.97,0.17,2.19,0.37,0.17,10.39,11.33,18.79,0.91,2.71,14.95,39.87,0.22,2.69,0.38,0.21,12.65,11.16,4.025
0.87,2.16,13.88,34.72,0.19,2.23,0.29,0.17,12.26,11.12,17.8,1.1,2.83,15.03,38.72,0.2,2.79,0.33,0.21,15.17,11.33,4.84
0.69,2.04,15.07,34.51,0.16,1.72,0.32,0.14,11.88,8.99,19.41,1.05,2.71,18.95,39.61,0.25,2.4,0.36,0.2,13.85,12.11,4.01
0.79,2.02,13.94,26.43,0.17,2.19,0.34,0.17,13.39,12.71,17.12,1.15,2.46,17.33,33.25,0.19,2.69,0.5,0.18,15.7,12.15,4.2975
0.65,1.78,10.49,32.54,0.2,2.19,0.22,0.14,12.48,10.3,18.16,0.83,2.73,14.9,34.84,0.23,2.75,0.34,0.19,16.07,12.21,4.1225
0.6,1.97,16.12,33.26,0.19,2.34,0.35,0.1,12.04,13.68,17.66,0.64,2.34,20.44,37.88,0.23,2.84,0.43,0.14,14.15,12.3,3.52
0.74,2.25,13.48,34.99,0.18,2.07,0.32,0.16,11.59,10.18,19.85,0.94,2.68,16.5,39.15,0.22,2.67,0.43,0.2,13.37,13.49,4.43
0.74,2.49,13.47,31.55,0.2,2.14,0.29,0.14,12.72,12.47,17.77,0.97,2.88,15.87,37.6,0.22,2.65,0.39,0.18,14.56,14.6,2.8475
0.74,1.85,15.64,32.81,0.14,2.37,0.37,0.13,11.8,15.48,14.81,0.73,2.26,17.42,35.59,0.13,3.11,0.38,0.16,14.79,14.77,3.9375
0.85,2.1,14.72,33.91,0.14,2.22,0.29,0.17,12.38,13,18.57,1.12,2.75,18.42,36.93,0.15,3.03,0.37,0.22,14.66,15,3.3375
0.74,1.68,18.4,35.37,0.18,2.06,0.37,0.12,13.13,11.62,16.23,0.69,1.97,21.37,38.1,0.2,3.14,0.43,0.13,14.77,15.08,3.8925
0.65,1.76,18.72,33.91,0.21,2.04,0.38,0.11,13.13,11.59,15.64,0.86,2.08,21.76,34.84,0.24,2.75,0.46,0.11,15.04,15.08,2.96
0.65,2.28,12.77,29.22,0.19,2.11,0.27,0.14,13.74,11.91,17.56,1.05,3.15,14.96,36.41,0.26,2.62,0.34,0.18,15.52,15.36,4.7225
0.69,2.21,14.64,30.21,0.21,2.28,0.34,0.15,15.67,16.27,17.59,1.1,2.78,15.08,34.88,0.2,3.05,0.37,0.21,16.19,15.46,5.4
0.77,2.35,11.06,29.11,0.16,2.04,0.26,0.12,14.06,11.99,24.03,1.13,3.18,13,33.14,0.23,2.64,0.33,0.21,16.08,15.74,3.2125
0.64,1.93,15.86,34.79,0.23,2.12,0.37,0.16,12.53,13.23,20.93,0.86,2.53,19.82,37.52,0.27,2.71,0.49,0.16,13.96,16,4.14
0.69,1.9,13.74,30.71,0.23,2.27,0.32,0.15,14.61,13.47,19.85,0.83,2.66,19.11,33.53,0.27,2.78,0.46,0.18,18.79,16.06,3.7725
1,2.52,13.38,31.16,0.17,1.83,0.31,0.17,14.3,12.18,25.44,1.43,4,14.63,32.75,0.13,2.45,0.35,0.21,17.18,16.28,3.8725
0.87,2.37,11.74,31.98,0.13,1.97,0.26,0.17,14.93,16.41,20.91,1.47,4.15,14.44,34.03,0.18,2.68,0.37,0.21,19.27,16.34,4.265
0.75,1.87,18.62,25.91,0.13,2.15,0.41,0.13,14.94,16.73,18.67,0.63,1.84,22.8,30,0.16,2.76,0.47,0.13,20.06,16.95,3.7525
0.78,1.74,18.51,27.78,0.17,2.35,0.37,0.13,14.96,14.5,18.3,1.16,2.34,18.23,36.94,0.19,2.9,0.45,0.16,16.53,17.42,4.7425
0.73,1.74,16.92,30.79,0.18,2.37,0.35,0.14,13.07,16.25,21.83,0.94,2.26,20.48,32.69,0.18,2.64,0.46,0.16,16.98,17.65,4.21
0.69,1.85,15.75,34.78,0.16,2.19,0.33,0.13,12.84,12.81,23.65,1.55,2.5,18.03,38,0.18,2.65,0.31,0.11,15.41,17.79,7.4425
0.83,2,13.54,31.69,0.17,1.88,0.28,0.17,14.19,14.35,24.59,1.54,2.33,17.68,35.16,0.19,2.67,0.33,0.12,17.62,17.81,5.09
0.61,1.75,12.81,29.68,0.17,2.19,0.28,0.14,13.85,13.88,17.09,1.3,2.19,19.99,34.47,0.21,2.64,0.4,0.1,17.76,17.87,4.8625
0.66,1.68,17.29,26.04,0.16,2.06,0.37,0.13,14.22,15.42,17.37,0.9,2.54,16.78,31.91,0.19,2.59,0.37,0.21,17.31,17.94,5.4025
0.84,1.85,15.89,29.92,0.17,1.78,0.33,0.14,13.43,11.3,18.24,0.9,2.2,20.28,32.23,0.19,2.63,0.44,0.16,16.45,18,3.01
0.72,1.93,14.88,28.5,0.17,2.25,0.33,0.14,14.7,17.63,19.35,0.98,2.63,18.48,31.79,0.21,2.76,0.4,0.15,18.34,18.26,3.1325
0.65,1.87,16.2,24.39,0.15,2.39,0.37,0.14,15.34,14.74,18.992,0.88,2.33,18.15,32.73,0.16,2.91,0.41,0.17,17.45,18.39,4.175
0.58,1.74,16.95,31.17,0.16,2.33,0.36,0.15,13.76,16.06,18.593,0.73,2.56,17.85,35.09,0.19,2.86,0.43,0.18,16.08,18.41,3.4775
0.63,1.9,16.69,33.4,0.22,2.28,0.37,0.16,13.06,15.38,20.13,0.81,2.21,21.6,36.66,0.25,2.7,0.45,0.15,15.51,18.56,3.6175
0.64,1.98,16.66,33.65,0.18,2.22,0.37,0.16,13.1,11.77,18.08,0.79,1.98,20.47,37.75,0.23,2.78,0.45,0.17,15.25,18.81,3.6875
0.7,2.01,15.71,32.29,0.2,2.11,0.32,0.13,12.29,13.5,18.44,0.9,2.56,17.66,35.03,0.21,2.68,0.4,0.2,14.73,18.98,4.1425
0.73,1.94,15.47,30.64,0.16,2.04,0.3,0.14,14.11,14.84,20.33,1.07,2.5,19.46,36.17,0.21,2.45,0.37,0.16,17.55,19.18,3.8975
0.7,2.12,14.84,30.01,0.17,2.44,0.31,0.11,13.36,16.34,19.37,0.97,2.57,17.31,34.12,0.21,2.88,0.37,0.14,16.13,19.27,3.2975
0.73,2.89,12.28,28.63,0.21,2.35,0.3,0.18,14.86,14.97,22.66,0.87,2.81,15.99,31.31,0.24,2.75,0.4,0.23,18.29,19.46,2.825
0.61,2.29,13.41,34.36,0.15,2.36,0.33,0.13,13.21,16.14,18.14,0.95,2.72,14.07,35.51,0.23,2.81,0.36,0.18,16.15,19.5,2.8375
0.62,2.37,12.33,35.48,0.18,2.21,0.3,0.16,13.59,14.62,20.96,0.9,2.74,14.78,37.58,0.23,2.96,0.39,0.2,14.92,19.5,3.3125
0.59,1.86,16.02,36.12,0.15,2.44,0.35,0.13,13.29,16.11,24.36,1.66,2.8,16.02,37.6,0.16,2.93,0.4,0.19,15.31,19.57,3.54
1.19,2.16,13.28,33.69,0.17,2.31,0.32,0.15,14.44,14.85,20.12,1.35,2.48,17.22,36.32,0.2,2.81,0.41,0.18,17.04,19.58,2.9225
0.8,2.13,13.04,34.74,0.19,2.49,0.28,0.12,13.61,12.55,21.67,1.17,2.57,15.7,40.42,0.22,2.9,0.33,0.16,14.75,19.66,3.955
0.75,1.8,17.82,33.88,0.19,2.21,0.37,0.11,13.87,18.81,22.23,1.4,2.81,16.11,37.29,0.23,2.8,0.38,0.17,16.13,19.72,3.1975
1.19,2.19,12.94,35.01,0.16,2.13,0.31,0.15,13.09,13.98,21.59,1.87,2.73,15.08,38.13,0.19,2.99,0.37,0.22,14.69,19.75,4.1875
0.71,1.74,19.45,31.9,0.18,1.95,0.42,0.09,14.39,14.65,22.61,1.13,2.12,19.89,34.67,0.2,2.7,0.44,0.14,16.93,19.77,4.67
0.92,1.92,16.05,33.3,0.17,2.11,0.31,0.13,12.87,15.45,21.63,1.17,2.31,18.62,39.46,0.21,2.69,0.38,0.13,14.22,19.86,4.2175
1.1,2.04,12.02,28.11,0.2,2.14,0.31,0.14,13.73,16.2,23.73,1.55,2.59,14.48,33.78,0.25,2.9,0.37,0.19,16.12,19.96,6.16
0.86,1.83,16.46,30.62,0.16,1.97,0.34,0.1,12.94,12.3,21.24,1.14,2.41,17.31,33.43,0.2,2.68,0.35,0.14,16.45,20.07,5.125
0.52,1.98,14.37,32.3,0.18,2.18,0.36,0.11,11.9,15.76,21.58,0.87,2.5,17.04,38.32,0.24,2.82,0.39,0.17,13.32,20.08,4.065
0.8,2.28,13.25,29.75,0.2,2.53,0.3,0.13,12.61,14.31,23.5,1.03,2.54,16.2,36.44,0.22,2.78,0.37,0.18,14.23,20.17,3.5375
0.93,2.45,13.37,33.9,0.16,2.08,0.31,0.14,12.16,16.55,22.5,1.53,3.1,14.32,36.12,0.18,2.59,0.36,0.2,14.99,20.27,4.52
0.65,1.88,12.65,47.62,0.17,2.16,0.31,0.15,8.71,27.13,20.95,0.94,2.91,12.28,46.7,0.23,2.84,0.3,0.19,10.21,20.32,3.865
0.78,2.05,15.41,35.54,0.2,1.9,0.33,0.13,11.7,13.52,20.47,1.11,2.49,17.59,39.74,0.23,2.41,0.41,0.15,13.84,20.39,5.3375
0.85,1.81,13.61,33.42,0.2,1.71,0.3,0.15,11.83,15.97,20.45,1.61,2.87,13.18,40.07,0.23,2.25,0.31,0.2,13.3,20.5,3.965
0.56,1.57,11.94,29.54,0.16,1.55,0.37,0.17,13.29,15.14,22.65,0.93,2.64,15.88,34.53,0.18,2.2,0.39,0.2,15.39,20.54,3.6875
1.02,2,12.14,26.49,0.14,1.68,0.33,0.15,13.42,16.45,21.21,1.01,2.58,18.06,29.45,0.17,2.22,0.39,0.16,17.2,20.6,5.05
0.81,1.85,13.98,23.74,0.2,2.01,0.34,0.14,13.31,17.31,19,1.21,2.61,17.05,29.86,0.19,2.67,0.36,0.2,16.08,20.77,4.825
0.61,1.67,12.84,25.97,0.17,2.09,0.37,0.16,13.42,18.46,21.51,1.42,2.74,15.79,30.3,0.2,2.46,0.36,0.17,15.96,20.81,4.8825
0.87,2.03,13.93,29.79,0.17,2.04,0.31,0.12,12.84,15.96,20.81,0.94,2.54,16.73,34.34,0.18,2.53,0.34,0.18,15.35,21.06,3.8625
1.09,2.25,14.68,31.64,0.23,2.09,0.37,0.14,13.12,16.32,19.77,1.17,2.54,17.39,33.19,0.18,2.6,0.42,0.18,16.82,21.17,3.9775
0.66,1.78,17.15,25.28,0.17,2.29,0.38,0.11,18.92,16.09,19.26,0.83,2.11,18.77,31.97,0.17,2.63,0.4,0.14,18.13,21.21,3.785
0.99,3.64,5.37,30.24,0.18,2.18,0.13,0.15,13.22,15.29,18.77,1.63,2.95,16.97,34.95,0.18,2.52,0.42,0.19,16.52,21.23,3.9825
0.83,1.97,17.35,33.55,0.16,2.18,0.38,0.12,11.7,13.55,18.47,1.4,2.99,16.37,36.78,0.18,3.21,0.4,0.19,13.68,21.39,3.89
0.51,2.11,15.45,34.4,0.15,1.83,0.35,0.13,12.49,16.59,20.78,0.99,2.68,18.37,37.92,0.18,2.42,0.43,0.16,13.61,21.44,4.0825
0.65,2.09,12.79,31.84,0.13,1.78,0.26,0.14,12.82,11.48,23.59,0.96,2.53,18.95,41.68,0.19,2.21,0.41,0.16,14.06,21.46,3.9175
0.63,2.04,15.26,28.82,0.14,2.03,0.3,0.12,11.95,18.58,22.73,0.79,2.65,20.18,36.15,0.2,2.52,0.42,0.15,12.72,21.46,2.665
0.64,2.03,16.06,28,0.17,1.93,0.34,0.12,12.71,16.47,20.59,1.78,3.16,16.45,30.56,0.2,2.49,0.39,0.19,14.57,21.54,3.285
1.03,2.26,14.99,30.03,0.15,2.09,0.37,0.15,13.78,16.08,23.87,1.45,2.78,17.04,31.31,0.2,2.63,0.4,0.19,16.61,21.54,4.515
0.91,2.08,15.33,29.76,0.15,1.9,0.37,0.14,12.67,16.11,23.86,1.17,2.53,17.66,36.02,0.21,2.73,0.4,0.18,13.96,21.64,4.665
0.58,1.75,19,27.3,0.14,1.7,0.39,0.11,12.84,16.7,24.91,1.33,2.8,15.54,35.09,0.2,2.23,0.36,0.19,17.02,21.68,5.4275
0.75,2.01,18.36,31.92,0.15,2.28,0.37,0.11,12.52,20.35,23.72,1.83,2.9,13.8,38.79,0.2,2.65,0.34,0.2,13.8,21.68,3.435
0.64,1.96,16.33,27.21,0.19,2.02,0.34,0.13,12.36,16.02,27.92,1.37,2.93,14.98,30.83,0.21,2.47,0.34,0.19,15.19,21.71,6.6775
0.92,2.1,16.07,25.1,0.18,2.45,0.33,0.12,13.51,17.07,25.63,1.63,2.88,15.82,31.94,0.22,2.97,0.37,0.19,16.11,21.74,4.3825
0.63,1.81,17.52,37.46,0.17,2.41,0.35,0.12,11.33,16.86,21.87,1.89,3.04,14.16,40.12,0.18,2.86,0.34,0.2,13.82,21.85,3.4275
0.95,2.1,14.54,29,0.16,1.77,0.36,0.15,13.91,17.18,15.12,1.31,2.7,17.04,33.9,0.19,2.54,0.41,0.19,16.17,21.86,3.066666667
0.79,1.76,15.35,33.94,0.15,1.95,0.34,0.14,15.18,17.58,19.98,0.88,2.25,18.07,41.37,0.18,2.4,0.43,0.19,16.19,21.86,3.2025
0.95,2.18,11.31,35.41,0.16,1.49,0.26,0.17,12.47,13.59,19.81,1.47,2.96,12.3,42.36,0.22,2.12,0.29,0.21,13.61,21.96,3.02
0.69,1.84,16.82,24.56,0.15,2.2,0.36,0.13,15.2,14.31,22.18,1.54,2.89,14.63,27.27,0.18,3.41,0.34,0.2,19.11,22.1,3.88
0.62,2.23,16.5,21.15,0.15,1.85,0.35,0.13,14.47,16.25,22.03,0.92,2.77,16.04,27.92,0.18,2.47,0.36,0.17,18.18,22.14,3.605
0.69,2.12,16.73,23.5,0.16,1.88,0.33,0.12,13.18,15.65,19.84,1.19,2.59,16.41,28.12,0.19,2.31,0.38,0.18,16.13,22.19,4.9
0.65,1.95,14.9,31.71,0.17,1.61,0.37,0.14,11.92,18.91,18.2,0.89,2.46,17.27,44.75,0.22,2.33,0.43,0.17,12.96,22.19,4.1725
0.86,2.21,15.57,27.01,0.18,2.47,0.33,0.16,10.98,16.87,18.41,1.09,2.79,17.4,34.16,0.2,3.02,0.37,0.2,15.22,22.23,3.33
1.17,2.17,15.6,29.2,0.18,2.79,0.36,0.13,12.31,18.63,24.49,1.34,2.64,17.13,31.12,0.19,2.99,0.4,0.19,15.67,22.25,6.6925
1.06,2.03,13.48,22.03,0.15,2.27,0.33,0.14,14.26,16.82,16.46,1.37,2.73,16.55,30.61,0.18,2.84,0.36,0.17,16.21,22.26,2.855
0.83,1.97,13.19,35.45,0.16,2.13,0.31,0.15,11.66,16.2,20.3,1.28,2.39,15.04,43.03,0.21,2.54,0.36,0.18,14.48,22.28,3.4875
1.34,2.23,12.88,35.16,0.18,1.76,0.31,0.14,14.33,17.06,10.55,1.9,3.01,14.72,36.03,0.24,3.18,0.36,0.2,17.05,22.35,1.995
1.11,2.11,13.07,31.53,0.15,2.24,0.33,0.14,14.54,17.15,19.83,1.62,2.75,15.31,37.76,0.19,2.68,0.38,0.19,15.78,22.42,3.8775
0.9,1.9,11.81,31.5,0.16,2.09,0.3,0.16,13.78,17.32,20.69,1.43,2.58,13.49,41.76,0.21,3.04,0.34,0.2,12.9,22.5,4.8325
0.75,1.92,15.62,27.72,0.18,2.08,0.35,0.13,13.93,17.71,17.62,0.93,2.25,18.96,40.58,0.19,2.67,0.4,0.17,11.17,22.51,4.55
0.66,2.03,15.46,33.08,0.18,2.2,0.3,0.13,12.64,20.09,20.4,1.02,3.01,18.11,34.11,0.2,2.81,0.35,0.17,15.03,22.77,4.4275
0.58,1.8,13.7,29.45,0.17,2.23,0.34,0.17,13.22,12.81,22.17,0.73,2.39,15.48,38.79,0.22,2.75,0.36,0.24,14.62,22.86,5.235
1.1,2.09,14.5,29.08,0.14,2.17,0.36,0.14,14.02,25.49,21.76,1.47,2.89,16.13,35.02,0.15,3.09,0.41,0.19,15.45,22.87,4.6475
1.06,2.57,10.38,31.11,0.16,2.2,0.23,0.13,12.71,14.57,25.13,2.05,3.9,11.01,33.98,0.18,2.85,0.27,0.2,14.5,22.87,5.4625
0.48,1.73,18.29,33.01,0.2,2.15,0.33,0.1,12.07,14.89,24.48,1.26,2.92,17.09,36.01,0.25,2.61,0.38,0.16,15.47,22.91,5.845
1.25,2.49,13.04,31.45,0.16,2.02,0.31,0.14,13.38,20.57,15.12,1.73,3.02,14.41,40.43,0.22,2.64,0.34,0.18,14.75,22.95,4.5
1.11,2.44,11.3,30.87,0.17,1.88,0.25,0.14,13.45,18.81,20.8,1.83,3.13,8.69,38.91,0.19,2.53,0.32,0.21,15.61,22.98,5.085
0.63,1.55,21.01,29.43,0.17,1.71,0.39,0.08,13.59,18.85,22.29,0.94,1.92,21.54,33.42,0.21,2.52,0.39,0.11,16.26,22.98,5.395
0.75,1.92,16.38,28.45,0.15,1.8,0.31,0.11,15.21,16.92,21.85,1.84,2.98,14.36,34.9,0.21,2.24,0.34,0.17,17.74,22.99,4.005
1.26,2.64,10.88,27.26,0.13,1.65,0.25,0.14,14.4,18.43,20.55,1.93,3.38,12.23,31.26,0.2,2.29,0.27,0.2,17.15,23.07,5.6525
0.43,1.63,17.38,23.45,0.17,2.11,0.34,0.11,14.39,17.07,18.21,1.63,3.17,14.51,30.96,0.2,2.47,0.34,0.18,15.84,23.22,3.715
1.01,2.42,12.42,25.66,0.12,1.72,0.29,0.14,13.52,17.42,20.33,1.53,3.13,14.43,28.89,0.13,2.67,0.33,0.18,15.27,23.26,4.51
1.02,2.4,13.4,24.03,0.15,1.68,0.32,0.12,13.17,13.78,23.22,1.43,2.96,15.11,28.65,0.18,2.33,0.35,0.18,15.48,23.28,6.3325
0.98,2.47,14.05,30.32,0.14,2.3,0.29,0.14,12.14,17.94,19.59,1.67,3.22,14.3,30.75,0.16,2.41,0.33,0.17,16.38,23.29,4.245
0.64,1.88,19.17,25.99,0.17,1.62,0.36,0.1,13.36,13.7,23.4,0.95,2.32,19.84,35.45,0.2,2.23,0.38,0.14,15.47,23.35,4.9275
0.92,2.29,13.1,24.56,0.17,2.46,0.26,0.16,12.96,12.89,21,1.25,2.9,16.1,29.51,0.22,2.86,0.3,0.18,15.32,23.38,5.55
0.58,1.69,19.53,32.63,0.17,2.11,0.36,0.1,13.08,17.55,13.08,0.88,2.16,20.25,30.11,0.19,2.66,0.36,0.12,16.02,23.45,1.946666667
0.54,1.74,17.62,24.06,0.17,1.62,0.32,0.11,13.63,16.94,12.6,0.68,2.05,19.12,29.25,0.21,2.1,0.34,0.12,16.7,23.51,2.24
0.51,1.72,18.08,38.45,0.15,2.1,0.34,0.1,10.21,16.38,14.42,0.71,1.88,21,42.81,0.18,2.53,0.37,0.11,10.95,23.58,3.4125
1.07,2.31,13.3,29.92,0.17,2.02,0.27,0.12,13.13,18.68,16.75,1.58,3.15,15.42,35.54,0.2,2.5,0.33,0.16,14.44,23.58,3.18
1.27,2.72,10.9,24.96,0.16,1.7,0.24,0.13,12.41,19.23,15.41,2.02,3.8,12.7,28.57,0.2,2.39,0.28,0.19,15.59,23.59,3.195
0.86,2.38,13.95,30.95,0.18,1.84,0.28,0.15,12.19,13.66,23.95,1.3,3.16,16.92,33.98,0.22,2.39,0.32,0.18,14.74,23.74,4.6075
1.08,2.29,11.79,27.88,0.19,1.8,0.26,0.13,12.03,16.89,21.06,1.78,3.36,12.5,33.38,0.26,1.93,0.3,0.19,15.08,23.9,7.0225
1.16,2.54,13.05,25.66,0.18,2.02,0.31,0.13,12.82,17.89,15.28,1.78,3.44,15.75,32.11,0.23,2.65,0.38,0.18,15.63,24.01,3.105
1.26,2.59,10.71,26.82,0.13,1.82,0.24,0.14,12.74,18.67,11.99,1.81,3.56,14.85,29.34,0.14,2.04,0.34,0.16,16.62,24.13,2.08
1,2.29,12.04,24.32,0.16,2.17,0.27,0.13,12.76,21.07,12.91,1.74,3.3,13.99,24.32,0.24,2.49,0.31,0.17,15.97,24.17,1.75
1.23,2.57,12.36,28.94,0.16,1.75,0.25,0.16,13.36,17.56,11.61,1.97,3.6,14.36,33.35,0.21,2.51,0.31,0.19,16.65,24.25,2.285
1.16,2.79,10.39,26.44,0.19,1.92,0.21,0.14,13.34,19.09,7.7,1.9,4.09,11.37,25.11,0.16,2.52,0.26,0.2,17.02,24.47,1.485
1.23,2.69,11.04,25.35,0.14,2.15,0.27,0.14,14.86,12.52,20.03,2.06,3.64,12.78,31.23,0.21,2.27,0.32,0.2,15.28,24.49,4.395
0.78,1.92,18.05,24.7,0.17,1.84,0.34,0.1,14.63,18.25,15.87,1.34,2.7,18.27,32.71,0.22,2.6,0.39,0.13,15.64,24.53,3.6525
0.85,2.24,15.4,27.4,0.12,1.98,0.29,0.12,14.06,22.36,16.49,1.43,3.35,15.94,29.71,0.18,2.59,0.31,0.19,16.87,24.59,3.7325
0.83,2.33,14.88,27.57,0.16,2.21,0.32,0.11,13.8,19.24,10.48,1.62,3.3,15.26,29.65,0.17,2.86,0.34,0.17,15.85,24.6,1.663333333
1.13,2.91,10.28,26.84,0.17,0.69,0.23,0.15,12.48,12.77,14.92,0.81,2.19,19.84,30.89,0.22,2.61,0.39,0.12,15.7,24.64,4.14
0.75,2,16.73,28.76,0.15,2.26,0.34,0.09,13.8,13.99,17.28,1.21,2.83,15.9,32.88,0.18,2.25,0.34,0.17,15.86,24.73,3.0025
0.95,2.36,13.12,34.5,0.16,2.1,0.28,0.11,12.14,18.88,22.26,1.7,3.55,14.38,38.96,0.18,2.58,0.32,0.16,13.32,24.85,5.84
